State,StateID,County,index,intercept,SP,unemployment,mortgage_rates,ind_prod,inflation_expect
Tennessee,47,Hardeman,1515,-3.56E-16,0.226797199,0.361560971,0.068048597,0.487559513,-0.726050124
Vermont,50,Orleans,1516,-3.90E-17,-0.100634796,0.10201351,-0.321542472,0.387269456,-0.410094523
South Dakota,46,Codington,1517,8.46E-17,0.075086218,-0.339681806,0.250946913,-0.064076026,-0.500926756
Georgia,13,Toombs,1518,3.47E-17,0.273178477,-0.379832953,0.388256459,-0.151513177,-0.382045824
New Mexico,35,Cibola,1519,-5.98E-17,0.143700857,1.020015958,-0.071103206,0.666202974,-0.368449651
Georgia,13,Upson,1520,-1.04E-17,0.209709671,0.138200086,0.262971193,0.426098517,-0.414793713
Georgia,13,White,1521,-1.46E-16,0.119629091,0.1781835,0.369021563,0.519696494,-0.347977422
Mississippi,28,Union,1522,-1.06E-16,0.464055799,-0.575809671,-0.066514008,-0.582388765,-0.1512803
Florida,12,Baker,1523,-1.02E-16,0.144076312,-0.843109079,0.364394359,-0.861250378,-0.198263468
Mississippi,28,Marion,1524,2.71E-17,-0.499503237,0.01715369,-0.136107323,0.307879697,-0.294213722
New York,36,Lewis,1525,-7.62E-16,0.116345373,-0.486087349,0.306728132,-0.347670206,-0.243540762
Idaho,16,Elmore,1526,3.47E-16,0.047685919,0.579436423,0.018450054,0.847543321,-0.618364614
South Carolina,45,Edgefield,1527,-2.22E-16,-0.201405361,-0.306439095,0.097606639,0.09510245,-0.403982223
North Carolina,37,Anson,1528,-1.02E-16,0.039624581,0.301017535,0.019418178,0.572868183,-0.676465533
Indiana,18,Clay,1529,2.26E-17,-0.164943313,0.793501325,0.358660818,1.120021244,-0.273857356
Kentucky,21,Logan,1530,-5.55E-17,-0.040201755,-0.522240668,0.204916013,-0.094284432,-0.357007798
Alabama,1,Geneva,1531,1.62E-16,-0.144010932,-0.405279359,-0.106858867,-0.01469841,-0.330252327
Wisconsin,55,Juneau,1532,-3.34E-17,0.092640269,-0.281232994,0.036364083,0.104790267,-0.567047257
Louisiana,22,De Soto,1533,7.83E-17,-0.056919705,0.062177873,-0.315528302,0.553163782,-0.130772343
Texas,48,Grimes,1534,2.57E-16,0.29764372,-0.404479853,0.497122981,-0.283194682,-0.059640405
Michigan,26,Oceana,1535,-8.07E-17,0.019959549,0.116647516,0.45127771,0.312700625,-0.349893106
Kentucky,21,Montgomery,1536,8.67E-18,-0.113106349,-0.312743048,-0.206053125,0.298346793,-0.279442026
Maryland,24,Somerset,1537,-2.08E-17,0.511409015,0.277099519,-0.053495504,0.399421116,-0.166504455
Oklahoma,40,Jackson,1538,-1.21E-17,0.014802908,0.936000443,-0.035740493,1.154306175,-0.483071808
Georgia,13,Monroe,1539,4.51E-17,0.106441536,-0.101122168,0.329923893,0.131932057,-0.253180982
Texas,48,Uvalde,1540,4.68E-17,0.31031592,-0.809451298,0.26922213,-0.701464076,-0.203505325
Texas,48,San Jacinto,1541,3.68E-16,-0.026272221,-0.271676703,0.373955228,-0.048788286,-0.03794658
Iowa,19,Boone,1542,-1.23E-16,0.078737518,-0.20791698,-0.147272491,0.218590455,-0.550456122
West Virginia,54,Nicholas,1543,-4.51E-17,0.150477055,-0.272311369,0.39020959,-0.073598875,-0.123136582
Virginia,51,Winchester,1544,2.78E-17,0.046711062,0.50927878,-0.02215731,0.963912465,-0.517862276
Georgia,13,Stephens,1545,1.41E-16,0.180955132,0.150983009,0.274002191,0.356559661,-0.484335754
Indiana,18,Randolph,1546,-1.32E-16,-0.106035982,-0.233260085,0.326829608,0.104199414,-0.465702521
Michigan,26,Dickinson,1547,9.02E-17,0.430208258,0.137673925,0.212607837,0.338026447,-0.17776638
Michigan,26,Cheboygan,1548,-3.00E-16,-0.039506449,0.234246905,0.461124161,0.320855797,-0.3243522
Mississippi,28,Coahoma,1549,-7.29E-17,0.103216903,0.517764803,0.197178699,0.657140369,-0.643011532
Idaho,16,Jefferson,1550,-2.34E-16,0.185254107,-0.059266429,0.240346776,0.163828693,-0.59448065
Arkansas,5,Ouachita,1551,4.51E-17,-0.247345043,-0.889169407,-0.098957768,-0.429954081,-0.185565434
Minnesota,27,Mille Lacs,1552,1.44E-16,0.078580902,-0.016849773,0.168348109,0.330659958,-0.587603157
Iowa,19,Benton,1553,2.43E-17,-0.134279213,-0.629597924,-0.11503153,-0.311676906,-0.374651246
Tennessee,47,McNairy,1554,-1.62E-16,0.137539916,-0.022240173,0.182300899,0.056585842,-0.644069081
Tennessee,47,Hardin,1555,3.62E-16,-0.185559112,-0.163043405,0.226627198,0.041204351,-0.450906566
Georgia,13,Chattooga,1556,6.25E-17,0.110560965,0.233160496,0.212469584,0.581769864,-0.501548649
Missouri,29,Texas,1557,7.98E-17,-0.171907449,-0.14194056,0.080065172,0.291657277,-0.396302307
Kansas,20,Franklin,1558,1.68E-16,-0.040930916,0.077785256,0.126903124,0.433194244,-0.59268545
Alabama,1,Cherokee,1559,3.04E-17,-0.116394858,0.019306775,-0.193922663,0.408502115,-0.516146742
Arkansas,5,Cleburne,1560,-3.75E-16,-0.060150267,-0.541636504,-0.023354566,-0.10289527,-0.452285518
Michigan,26,Charlevoix,1561,1.63E-16,0.005520216,-0.230269708,-0.209553806,0.154947136,-0.30718836
Indiana,18,Posey,1562,5.38E-17,-0.03285993,-0.002205957,0.166566097,0.440575912,-0.494422599
Minnesota,27,Brown,1563,-4.20E-16,0.333031556,-0.395932459,0.552235706,-0.217743565,-0.307553335
Michigan,26,Iosco,1564,1.37E-16,0.301476282,0.007130832,0.119210656,0.161939537,-0.485643301
Minnesota,27,Lyon,1565,3.54E-16,0.131005774,-0.30277994,0.640815839,-0.151551439,-0.308788611
Tennessee,47,White,1566,-2.60E-17,0.077666593,0.096493284,-0.000896056,0.231703574,-0.707123584
Alabama,1,Clarke,1567,-6.94E-16,0.065912344,-0.636784537,0.675069339,-0.68977954,0.208902018
Louisiana,22,Allen,1568,-2.60E-18,-0.285119774,-0.012688075,0.040075294,0.469007676,-0.219960618
Oregon,41,Union,1569,1.87E-16,0.194898686,-0.906266127,0.273412894,-0.967717289,-0.222001415
Kentucky,21,Grayson,1570,-1.20E-16,0.18079674,-0.641305565,-0.124067226,-0.407842415,0.00404114
Indiana,18,Decatur,1571,3.48E-16,-0.034013331,0.07615451,0.215048115,0.505257712,-0.514037327
Michigan,26,Gladwin,1572,8.59E-17,0.417328493,0.415731059,0.191686274,0.315708215,0.073789515
Virginia,51,Fluvanna,1573,2.65E-16,-0.051058612,0.58847535,-0.097338338,1.154895482,-0.422372148
Missouri,29,Adair,1574,1.73E-16,0.019981393,-0.244455169,0.217839219,0.160612025,-0.458499025
Virginia,51,Lee,1575,-9.02E-17,0.121018407,-0.955838787,0.128396523,-0.870294203,-0.335943413
Arkansas,5,Johnson,1576,1.52E-16,-0.174876508,0.451705312,0.213813397,0.591367517,-0.086464814
Colorado,8,Montezuma,1577,2.36E-16,0.026440435,-0.534326341,0.315247602,-0.600165567,0.254940525
Missouri,29,Audrain,1578,5.20E-18,0.038665029,-0.093453154,-0.077075843,0.275701526,-0.639698114
Georgia,13,Tattnall,1579,1.06E-16,0.173720474,-0.525195635,0.320924709,-0.301868449,-0.300439394
Oklahoma,40,Seminole,1580,-6.16E-17,0.017964598,0.083964004,-0.289849692,0.258040769,-0.381660147
Texas,48,Shelby,1581,1.73E-17,0.030434397,-0.918393173,0.135864425,-0.757935855,0.152409318
South Dakota,46,Meade,1582,-2.39E-16,-0.146933015,-0.266266108,0.263018144,-0.423596293,0.289328284
South Carolina,45,Abbeville,1583,-1.65E-17,-0.21037699,0.058860932,-0.183119653,0.514070774,-0.309537804
Missouri,29,Randolph,1584,-3.12E-17,-0.250813035,-0.080288687,0.067615204,0.353239324,-0.28922037
New York,36,Yates,1585,-1.44E-16,0.028337449,-0.386660695,0.168876989,-0.106910111,-0.576764704
Mississippi,28,Prentiss,1586,6.77E-16,-0.113188046,0.087815643,0.011201362,0.311064698,-0.414150808
Oregon,41,Tillamook,1587,1.68E-16,0.115687169,-0.671358843,0.288820134,-0.654228193,-0.267497483
Nebraska,31,Cass,1588,2.58E-16,0.121857817,-0.338240954,0.23874466,0.009791251,-0.481785827
Georgia,13,Hart,1589,-7.46E-17,0.1044234,0.012620488,0.392858722,0.324900267,-0.316518267
Oregon,41,Wasco,1590,-1.56E-17,-0.04187899,-0.681883039,0.180178031,-0.4789422,-0.319791545
Missouri,29,Washington,1591,-1.85E-16,-0.366367255,-0.535485388,0.013996337,-0.055923049,0.024472639
New Mexico,35,Luna,1592,1.20E-16,-0.08300857,0.817030862,-0.039790641,1.076192341,-0.507987595
Georgia,13,Grady,1593,4.06E-16,-0.117994359,-0.364904094,0.636978985,-0.393467111,0.308857917
Iowa,19,Plymouth,1594,-1.68E-16,-0.046917348,-0.101005009,0.290197476,0.258943759,-0.333014904
Kentucky,21,Woodford,1595,-1.51E-16,0.017016286,-0.858816275,0.004126646,-0.466632756,-0.445283355
Illinois,17,Saline,1596,2.57E-16,0.012405786,-0.721218249,0.368978162,-0.855566436,-0.116729
Florida,12,Washington,1597,-8.15E-17,0.360469054,0.01566362,0.393064319,-0.076550138,-0.227112036
Minnesota,27,Todd,1598,1.23E-16,0.346536005,0.079455709,0.511323278,0.262230188,-0.215297573
Nevada,32,Churchill,1599,-4.06E-16,0.334074438,-0.135068922,0.567448488,-0.216538427,-0.05846886
Texas,48,Gillespie,1600,-2.27E-16,0.13963916,-0.477336084,0.461845221,-0.276492395,-0.320809267
Virginia,51,Salem,1601,-1.53E-16,0.111430791,-0.115415005,-0.004598478,0.405321896,-0.477718841
South Carolina,45,Jasper,1602,-1.34E-16,-0.316351667,-0.094381578,-0.054404789,0.340323346,-0.338970379
Texas,48,Milam,1603,6.77E-17,0.032628548,-0.080266965,0.423668228,0.263066338,-0.158073717
Missouri,29,Miller,1604,6.07E-18,0.239239605,0.648456956,0.149924252,0.676984152,-0.484325392
Kentucky,21,Lincoln,1605,3.12E-17,-0.05456494,-0.9530045,0.11790661,-0.566082308,-0.254067342
Michigan,26,Manistee,1606,-2.43E-17,0.175226971,-0.11855864,0.477496438,0.081478794,-0.496076093
Missouri,29,Crawford,1607,-1.39E-16,-0.135939718,-0.647233004,0.293082367,-0.120657731,-0.25271951
Tennessee,47,Hickman,1608,1.70E-16,-0.12008131,-0.38294146,0.308602619,-0.000316598,-0.374712826
North Carolina,37,Hertford,1609,4.86E-17,-0.065338569,-0.761329609,0.331913202,-0.484074837,-0.328827462
Kentucky,21,Grant,1610,-1.65E-16,0.091796103,-0.591159725,-0.156875762,-0.222859688,-0.499453171
Indiana,18,White,1611,7.03E-17,0.145544632,0.572912778,0.270866924,0.819166541,-0.548483884
Pennsylvania,42,Juniata,1612,8.46E-17,-0.02196036,-0.010389514,0.01076037,0.440107837,-0.492838296
West Virginia,54,Boone,1613,-4.34E-17,-0.060919911,-0.403464243,-0.13930547,-0.263286646,-0.135857449
Arkansas,5,Poinsett,1614,4.77E-17,-0.115862613,0.20806236,0.031212314,0.668795219,-0.40942835
Texas,48,Fayette,1615,-1.86E-16,0.129377237,-0.477352768,0.256843722,-0.230325881,-0.187941919
Arkansas,5,Columbia,1616,9.65E-17,-0.161147134,0.005836269,-0.12520452,0.222479787,0.121059331
Kentucky,21,Letcher,1617,3.47E-18,0.473614797,-0.161381357,0.204301257,0.115724763,-0.138539743
Kentucky,21,Taylor,1618,-3.47E-17,0.037631385,-0.937421043,0.171556284,-0.380177436,-0.222180396
North Carolina,37,Martin,1619,-4.47E-17,-0.22896463,-0.606908636,-0.217508413,-0.299055578,-0.341994705
Wisconsin,55,Waushara,1620,-8.80E-17,-0.140669669,0.07177457,0.265670527,0.40736929,-0.474420711
Alabama,1,Winston,1621,6.57E-17,-0.166311786,-0.229840544,-0.147196908,0.300225957,-0.394860245
Vermont,50,Lamoille,1622,-1.01E-16,-0.133050328,0.518615383,-0.293200062,0.901583374,-0.443154324
Michigan,26,Roscommon,1623,1.56E-17,0.279662886,-1.086466622,-0.06568559,-1.223864619,-0.212484086
Nebraska,31,Dawson,1624,1.56E-16,0.013361893,-0.487962464,0.303385691,-0.027185612,-0.390148364
Virginia,51,Fredericksburg,1625,-5.72E-17,-0.037796793,0.720167373,-0.053868896,1.295925174,-0.321706101
Indiana,18,Fayette,1626,9.54E-17,-0.20837321,0.948796977,0.224627529,1.389801344,-0.125510836
Iowa,19,Bremer,1627,7.46E-17,-0.167930458,-1.111657664,-0.002380434,-1.000021893,-0.177853168
West Virginia,54,Upshur,1628,-9.37E-17,0.094650054,-0.71226393,0.563153603,-0.521353152,-0.113797975
Louisiana,22,Sabine,1629,8.15E-17,0.102463259,0.634525315,0.050265815,0.739244277,-0.402604912
North Dakota,38,Stark,1630,1.09E-16,0.176349448,-0.062794775,0.109787492,-0.31834851,0.486503768
Indiana,18,Scott,1631,7.11E-17,-0.073027892,0.32309437,0.058704286,0.847172304,-0.437699007
Michigan,26,Otsego,1632,6.94E-18,0.219666329,-0.107274176,0.622394219,0.151372068,-0.144324783
Kansas,20,Sumner,1633,-2.13E-16,-0.058630058,-0.500817741,0.257325929,-0.375900304,-0.342575983
Virginia,51,Buchanan,1634,4.51E-17,0.342716165,0.545067434,-0.049139422,0.826539642,-0.363498385
South Dakota,46,Lawrence,1635,1.37E-16,0.214254232,-0.09568791,0.165640295,0.06158681,-0.507261218
West Virginia,54,Brooke,1636,1.38E-16,-0.282686126,-0.029481243,0.050475916,0.519271553,-0.304293728
Virginia,51,Page,1637,9.80E-17,-0.161585475,0.574118197,-0.074349641,1.071986221,-0.417272042
Michigan,26,Menominee,1638,1.79E-16,0.258685954,-0.460865617,0.206427551,-0.651432321,-0.283293693
West Virginia,54,Hampshire,1639,-1.04E-17,-0.20856115,0.904240322,0.004795466,1.324971667,-0.088140269
South Carolina,45,Fairfield,1640,-2.52E-16,0.287479904,-0.277354566,0.045798186,-0.432575679,-0.604355033
Kentucky,21,Ohio,1641,8.00E-16,-0.448386667,-0.051248301,-0.020328247,0.290726629,0.073931483
Mississippi,28,Leake,1642,2.34E-17,0.145121364,0.123451883,0.049744979,0.48372317,-0.338995067
Texas,48,Panola,1643,-1.68E-16,0.119487607,-0.619619005,0.328438268,-0.545111194,-0.138218727
West Virginia,54,Wyoming,1644,-3.38E-17,-0.383790501,-0.277283396,-0.156299307,0.114822249,0.235026012
Louisiana,22,West Baton Rouge,1645,1.18E-16,-0.001374085,-0.82640108,-0.4280728,-0.487007017,-0.10516076
Ohio,39,Meigs,1646,6.16E-17,-0.21664785,0.691502974,0.144762934,1.123113299,-0.124354115
Virginia,51,Staunton,1647,-4.86E-17,0.095391774,0.30247516,-0.156661284,0.856470788,-0.47467879
Texas,48,Houston,1648,3.75E-16,0.375083917,-0.741019701,0.253515279,-0.69105725,-0.148709593
North Carolina,37,Caswell,1649,1.89E-16,0.130451154,-0.189734651,0.262442431,0.092647307,-0.515114237
Wisconsin,55,Iowa,1650,-3.47E-18,-0.1077315,-0.305505548,0.139389876,0.089084184,-0.503628093
Georgia,13,Fannin,1651,-3.30E-17,0.10524884,0.383872073,0.294628997,0.671620119,-0.415871709
Georgia,13,Butts,1652,1.73E-17,0.184999055,0.369806565,0.214307721,0.603450517,-0.53411931
Virginia,51,King George,1653,1.28E-16,0.071811601,0.843148569,-0.087655125,1.352794493,-0.364189966
Michigan,26,Antrim,1654,2.78E-17,0.002767417,0.210884359,0.343514089,0.553176531,-0.313412733
North Carolina,37,Currituck,1655,-3.82E-17,0.064975775,0.297441089,0.21723217,0.619071051,-0.570237324
Utah,49,Wasatch,1656,2.19E-16,0.150480277,-0.007501261,0.460083229,0.166528495,-0.478903156
Michigan,26,Osceola,1657,1.87E-16,0.380764073,0.539686075,0.347977144,0.515183046,-0.256380808
Colorado,8,Routt,1658,-2.08E-17,-0.162149768,-0.655502283,0.327215708,-0.37162934,-0.043447123
Georgia,13,Mitchell,1659,-5.55E-17,0.230867954,-0.757278313,0.302644697,-0.676701534,-0.150969982
Missouri,29,Ray,1660,1.47E-16,-0.24307157,0.342889071,0.076290516,0.660707951,-0.551894459
Georgia,13,Crisp,1661,-3.30E-17,0.184080806,-0.228574721,0.439047785,-0.040581178,-0.209827261
Louisiana,22,Assumption,1662,2.32E-16,-0.152685764,-0.529733031,-0.142668808,-0.140790264,0.277609643
Mississippi,28,Itawamba,1663,-1.21E-16,-0.239592649,0.460210414,-0.607240172,0.666945945,-0.114630792
Texas,48,Limestone,1664,1.11E-16,0.277684223,-0.683403516,0.407582313,-0.494883892,-0.063639463
Missouri,29,Nodaway,1665,-6.94E-17,-0.055479425,-0.286164697,0.231783454,0.135848917,-0.445289178
Missouri,29,Saline,1666,1.04E-16,0.084875098,0.09690499,0.135101598,0.200910075,-0.431250396
Virginia,51,Prince Edward,1667,7.29E-17,0.320251554,0.384988063,0.165975347,0.802762581,-0.088127495
Indiana,18,Starke,1668,-9.80E-17,0.041492791,0.403737891,0.108582275,0.852704938,-0.520290255
Kentucky,21,Johnson,1669,-7.63E-17,-0.195868472,-0.27565142,0.128909528,0.156243153,-0.382241409
Colorado,8,Teller,1670,6.26E-16,0.110345577,-0.576234302,0.489976775,-0.419558548,-0.231967006
Kentucky,21,Rowan,1671,-1.70E-16,0.119449255,-1.032015079,0.092990899,-0.978178234,-0.043063322
Georgia,13,Burke,1672,-2.15E-16,0.156818228,0.134889049,0.412248834,0.410199345,-0.383222028
Minnesota,27,Meeker,1673,6.25E-17,0.194523165,-0.027983057,0.30344176,0.315719033,-0.515029246
Virginia,51,Scott,1674,1.94E-16,0.189530923,-0.599604412,0.248489358,-0.21780462,-0.417450142
Texas,48,Aransas,1675,-3.23E-16,-0.011229026,-0.91907827,0.34410755,-0.726457996,-0.08276771
Indiana,18,Franklin,1676,-3.17E-16,0.061869524,0.056022037,0.129436075,0.425397429,-0.572811842
Colorado,8,Elbert,1677,4.86E-17,0.090722533,-0.748336488,0.443959344,-0.580784744,-0.25245458
Missouri,29,McDonald,1678,1.91E-17,-0.093885679,-0.932418447,0.343359167,-0.718083064,-0.163640927
Alabama,1,Monroe,1679,9.37E-17,-0.375895045,0.459679334,0.430887056,0.814275844,0.02749557
Louisiana,22,Plaquemines,1680,4.55E-17,-0.186432538,-0.436439532,-0.622850786,0.114749728,-0.098504427
Arkansas,5,Clark,1681,1.47E-16,-0.078515553,0.311196685,-0.025752601,0.68416102,-0.403375508
Illinois,17,Jersey,1682,-6.07E-17,0.249048287,-0.451299083,0.161068048,-0.30423601,-0.521501581
Kansas,20,Seward,1683,-4.51E-17,-0.512592404,-0.276399985,-0.005123634,-0.113446453,0.181370979
Idaho,16,Cassia,1684,3.99E-17,0.169479454,-0.222547932,0.265530697,0.17628628,-0.420528762
Texas,48,Hockley,1685,4.16E-16,0.215143409,-0.801021548,0.385716058,-0.640720496,-0.132058471
Alabama,1,Bibb,1686,-1.04E-16,-0.07684083,0.40758663,-0.167311217,0.665914814,-0.626483773
Alabama,1,Randolph,1687,1.39E-17,-0.076718412,-0.194701768,-0.122598132,0.040187457,-0.547691925
Louisiana,22,Pointe Coupee,1688,1.29E-16,-0.116921461,-0.651189078,-0.326559307,-0.316108936,-0.120472204
Louisiana,22,Union,1689,-5.72E-17,0.071745904,0.763647902,-0.453187177,0.967424839,-0.389200315
Colorado,8,Logan,1690,1.84E-16,0.095737124,-0.914352935,0.367337589,-0.845572972,-0.098538723
Oklahoma,40,Adair,1691,-1.08E-16,-0.278152784,0.296029383,-0.079902358,0.240226848,-0.400830238
Illinois,17,Jo Daviess,1692,1.15E-16,0.20394186,-0.458338939,-0.130984758,-0.167709414,-0.141108729
Tennessee,47,Grainger,1693,2.21E-16,0.295943482,0.378428059,0.041762092,0.411780318,-0.694802692
Idaho,16,Payette,1694,4.08E-16,-0.012839442,0.356235849,0.212487429,0.69753295,-0.543566099
South Carolina,45,Barnwell,1695,-1.04E-17,-0.201015019,-0.193393453,-0.248840584,0.03081991,-0.436439415
Ohio,39,Wyandot,1696,-2.61E-16,0.099513934,0.01998792,0.017069525,0.432971292,-0.540289207
Arkansas,5,Hempstead,1697,-6.42E-17,-0.225920832,0.938917434,-0.093821397,1.221382842,-0.232779244
Georgia,13,Emanuel,1698,2.22E-16,0.142192573,-0.074945215,0.356614376,0.06116294,-0.358834881
Virginia,51,Hopewell,1699,1.46E-16,-0.122420964,0.245849237,-0.303143622,0.75026737,-0.453721532
Mississippi,28,George,1700,-4.77E-17,-0.169567156,0.139731815,-0.148595795,0.48588637,-0.582188075
Florida,12,Taylor,1701,-2.60E-17,0.18679099,-0.421914495,0.373129548,-0.605627834,-0.106119784
Virginia,51,Fairfax,1702,-2.52E-17,0.131005783,0.27156081,0.003580146,0.827591306,-0.440012844
Texas,48,Gray,1703,2.12E-16,0.037602707,-0.897030553,0.330988095,-0.924033233,0.228026624
South Dakota,46,Yankton,1704,-1.68E-16,0.324490601,-0.852846545,0.124811681,-0.784773773,-0.362630786
North Dakota,38,Williams,1705,-3.59E-16,0.131306102,-0.17686296,-0.090364742,-0.403719773,0.496933177
Iowa,19,Mahaska,1706,-1.04E-16,-0.16773335,-0.391027747,-0.181103626,-0.044087319,-0.29681459
Idaho,16,Jerome,1707,-5.72E-17,0.062488772,0.026959935,0.272379023,0.380887747,-0.493032407
Oregon,41,Curry,1708,-6.59E-17,0.232065096,-0.202738128,0.275606041,-0.062461875,-0.476240739
Illinois,17,Shelby,1709,-6.94E-18,0.109504853,-0.403743807,0.484650488,-0.455556789,-0.401365273
Arkansas,5,Logan,1710,6.96E-17,-0.022467462,0.159775108,0.678512237,0.176497905,0.062255433
Illinois,17,Perry,1711,-9.45E-17,0.071717191,-0.561800516,-0.155212584,-0.669050696,-0.166860177
Oregon,41,Hood River,1712,-2.15E-16,0.21494519,-0.768795418,0.340783749,-0.724529058,-0.310384199
Georgia,13,Dawson,1713,9.89E-17,0.128433448,0.329345307,0.243100793,0.635326429,-0.48874345
Nebraska,31,Gage,1714,-9.19E-17,0.056760395,-0.394544524,0.275465664,-0.04103728,-0.455152262
Louisiana,22,Grant,1715,-1.16E-16,-0.024101996,-0.54597447,-0.325920987,-0.196261707,0.21690075
Virginia,51,Rockbridge,1716,-6.94E-18,0.326845482,0.275260545,0.28524007,0.381397348,-0.386044473
Missouri,29,Henry,1717,-3.64E-17,-0.325972585,0.873324183,0.46390428,1.131044657,0.280204289
Tennessee,47,Macon,1718,1.39E-16,0.044377054,0.176381158,0.13224367,0.382451927,-0.62990505
Mississippi,28,Tippah,1719,2.55E-16,0.479911189,0.164702348,-0.074626839,0.200636675,-0.316161696
Tennessee,47,Scott,1720,3.43E-16,0.009811716,-0.403083532,0.181630865,-0.363389703,-0.496329817
Arkansas,5,Yell,1721,2.03E-16,-0.163827174,-0.630478991,-0.269871477,-0.549573858,0.024501297
Texas,48,Hutchinson,1722,3.43E-16,0.206302069,-0.99896704,0.314054168,-0.947150371,-0.061491816
Illinois,17,Fayette,1723,-2.26E-17,0.057127853,-0.144751063,0.219229784,-0.079855564,0.042955344
Texas,48,Willacy,1724,2.08E-17,0.199688679,0.079093991,0.244493123,0.093929707,-0.098661559
Oklahoma,40,Beckham,1725,6.07E-17,-0.266836993,-0.512949229,-0.062892584,-0.207280649,-0.12164404
Louisiana,22,St. James,1726,-1.70E-16,0.192458483,0.574731038,-0.193864073,0.395136306,-0.469915813
North Carolina,37,Northampton,1727,-5.38E-17,0.060619417,-0.216607804,-0.092532195,-0.047057924,-0.62202303
Georgia,13,Franklin,1728,1.73E-18,0.126177214,0.271312669,0.32357755,0.539206224,-0.456937957
Tennessee,47,Overton,1729,3.43E-16,0.146685667,-0.027910041,0.122149696,0.250475181,-0.582939712
Georgia,13,Meriwether,1730,1.93E-16,0.280286652,-0.020175139,0.415816459,-0.019955242,-0.413861351
Tennessee,47,Morgan,1731,-3.47E-17,-0.198000557,0.364321791,0.101714218,0.61660822,-0.499831411
Mississippi,28,Grenada,1732,-2.74E-16,-0.036506841,0.161851062,-0.396930827,0.208088096,-0.362549967
Texas,48,Moore,1733,3.56E-16,-0.023306554,-0.941848896,-0.023037037,-0.844974871,0.028765788
Georgia,13,McDuffie,1734,-2.65E-16,0.170034273,-0.233013235,0.28092045,0.028983068,-0.406395762
Arkansas,5,Ashley,1735,5.85E-17,-0.086298787,0.122577868,-0.012879224,0.380718885,-0.314799458
Georgia,13,Dodge,1736,3.07E-16,0.25165551,-0.4397551,0.356143044,-0.272734898,-0.371551086
Texas,48,Tyler,1737,-2.18E-16,0.485720041,-0.128304681,-0.062730962,-0.237986543,-0.492061706
Arkansas,5,Phillips,1738,-4.23E-17,0.217411603,-1.147514693,-0.096069665,-1.336900273,-0.267128808
Kentucky,21,Clay,1739,-2.03E-16,0.109102508,0.135666291,0.010483245,-0.088570099,-0.253108504
Oregon,41,Jefferson,1740,2.08E-17,0.094195746,0.185146705,0.175644271,0.375749582,-0.57121104
Mississippi,28,Newton,1741,1.07E-16,-0.44016094,0.320224767,-0.012131944,0.841716741,-0.302295914
West Virginia,54,Lincoln,1742,1.60E-16,-0.230029969,0.177476948,0.462473455,0.540559985,-0.014528483
Virginia,51,Goochland,1743,3.12E-17,0.089501192,0.232234242,-0.127721937,0.783665688,-0.514780026
Michigan,26,Leelanau,1744,-3.26E-16,0.238294314,0.032838948,0.527138557,0.168124638,-0.142909269
Iowa,19,Washington,1745,-1.97E-16,0.17217802,-0.286342533,-0.074359821,0.047133586,-0.52278725
Michigan,26,Ogemaw,1746,4.46E-16,0.237892244,0.028608227,0.405259404,0.330026142,-0.200475996
Georgia,13,Worth,1747,-4.34E-17,0.113983467,-0.336784217,0.466958643,-0.111457361,-0.197224416
Minnesota,27,Wabasha,1748,1.39E-16,0.251400776,-0.717486219,0.391601959,-0.440391938,-0.337503465
Washington,53,Asotin,1749,-9.02E-17,0.187775854,-1.025083092,0.346838439,-0.886118112,-0.308975419
Kansas,20,Labette,1750,-1.02E-16,-0.128121611,1.514418342,0.347852622,1.456643494,0.121062319
Kansas,20,Pottawatomie,1751,-3.68E-16,-0.157895937,-0.379163492,0.061644752,0.054295464,-0.456772939
Kansas,20,Cherokee,1752,-1.56E-17,-0.34218572,-0.053390676,0.199317725,0.172913875,-0.098987392
Indiana,18,Owen,1753,-2.16E-16,-0.056090405,0.404224303,0.088776718,0.820241564,-0.483481463
Indiana,18,Sullivan,1754,2.48E-16,-0.26523255,0.324285092,0.310247836,0.78546948,-0.109273501
Alabama,1,Macon,1755,-2.86E-17,-0.180501598,0.597577145,-0.321711607,0.863044436,0.055087533
Wisconsin,55,Vilas,1756,-3.47E-18,0.160584177,0.32035015,0.228126116,0.707485206,-0.362411022
Kentucky,21,Anderson,1757,6.94E-17,0.064631223,-0.388073265,-0.070912776,0.133820217,-0.456495093
California,6,Colusa,1758,1.69E-16,0.447950378,0.397006197,0.475212534,0.283461645,0.058417899
Utah,49,Carbon,1759,1.08E-16,0.324220932,-0.693699414,0.578144462,-0.589554989,-0.075992077
Texas,48,Calhoun,1760,-2.22E-16,0.201778745,-0.449398921,0.475781976,-0.29601638,-0.306611432
Minnesota,27,Nobles,1761,5.90E-17,0.045537427,-0.646157272,0.506466041,-0.46386649,-0.162091012
Idaho,16,Blaine,1762,-2.81E-16,-0.023867648,0.129739226,0.284094739,0.559789788,-0.422449701
North Carolina,37,Greene,1763,-1.34E-16,-0.150914794,-0.028169648,0.133585842,0.297293057,-0.518603491
Georgia,13,Union,1764,-6.59E-17,0.125891286,0.171026083,0.289770597,0.477542849,-0.427838095
Kentucky,21,Mercer,1765,2.69E-16,-0.002598717,-0.151273988,0.084383406,0.161406049,-0.341379129
Wyoming,56,Teton,1766,-2.95E-17,-0.464006913,0.41588478,-0.100773142,0.88443003,-0.117619916
